"gender_partner"	"gender_rater"	"age_rater"	"age_partner"	"attractive_partner"	"intelligence_partner"	"like_partner"	"age_diff"	"partner_older"	"matched"	"exp_num_match"
"F"	"M"	28	30	6	8	6	2	TRUE	FALSE	3
"F"	"M"	28	22	7	9	8	-6	FALSE	TRUE	3
"F"	"M"	28	23	7	8	7	-5	FALSE	FALSE	3
"F"	"M"	28	23	6	8	6	-5	FALSE	FALSE	3
"F"	"M"	28	27	5	8	6	-1	FALSE	FALSE	3
"F"	"M"	28	23	5	8	5	-5	FALSE	FALSE	3
"F"	"M"	28	25	8	8	6	-3	FALSE	TRUE	3
"F"	"M"	28	29	9	8	7	1	TRUE	TRUE	3
"F"	"M"	28	29	5	8	5	1	TRUE	FALSE	3
"M"	"F"	20	22	7	7	8	2	TRUE	TRUE	8
"M"	"F"	20	18	4	7	4	-2	FALSE	FALSE	8
"M"	"F"	20	22	5	6	1	2	TRUE	FALSE	8
"M"	"F"	20	21	7	8	8	1	TRUE	TRUE	8
"M"	"F"	20	22	5	9	8	2	TRUE	TRUE	8
"M"	"F"	20	22	10	7	8	2	TRUE	TRUE	8
"M"	"F"	20	21	9	8	9	1	TRUE	TRUE	8
"M"	"F"	20	20	8	8	7	0	FALSE	FALSE	8
"M"	"F"	20	19	2	6	2	-1	FALSE	FALSE	8
"M"	"F"	21	22	8	9	8	1	TRUE	FALSE	0
"M"	"F"	21	18	5	6	4	-3	FALSE	FALSE	0
"M"	"F"	21	22	5	8	1	1	TRUE	FALSE	0
"M"	"F"	21	21	10	10	9	0	FALSE	TRUE	0
"M"	"F"	21	22	6	8	7	1	TRUE	TRUE	0
"M"	"F"	21	22	9	8	9	1	TRUE	FALSE	0
"M"	"F"	21	21	6	9	6	0	FALSE	TRUE	0
"M"	"F"	21	20	9	8	7	-1	FALSE	FALSE	0
"M"	"F"	21	19	4	8	3	-2	FALSE	FALSE	0
"M"	"F"	20	22	7	6	6	2	TRUE	FALSE	3
"M"	"F"	20	18	8	6	7	-2	FALSE	FALSE	3
"M"	"F"	20	22	4	4	2	2	TRUE	FALSE	3
"M"	"F"	20	21	7	5	5	1	TRUE	FALSE	3
"M"	"F"	20	22	5	5	6	2	TRUE	FALSE	3
"M"	"F"	20	22	2	2	2	2	TRUE	FALSE	3
"M"	"F"	20	21	8	7	8	1	TRUE	TRUE	3
"M"	"F"	20	20	7	7	7	0	FALSE	FALSE	3
"M"	"F"	20	19	5	4	5	-1	FALSE	FALSE	3
"M"	"F"	21	22	10	10	10	1	TRUE	FALSE	3
"M"	"F"	21	18	6	10	5	-3	FALSE	FALSE	3
"M"	"F"	21	22	2	10	2	1	TRUE	FALSE	3
"M"	"F"	21	21	10	10	10	0	FALSE	TRUE	3
"M"	"F"	21	22	6	10	8	1	TRUE	FALSE	3
"M"	"F"	21	22	8	9	7	1	TRUE	TRUE	3
"M"	"F"	21	21	9	9	8	0	FALSE	TRUE	3
"M"	"F"	21	20	6	9	6	-1	FALSE	FALSE	3
"M"	"F"	21	22	10	10	10	1	TRUE	TRUE	4
"M"	"F"	21	18	7	8	8	-3	FALSE	FALSE	4
"M"	"F"	21	22	4	8	3	1	TRUE	FALSE	4
"M"	"F"	21	21	10	8	10	0	FALSE	TRUE	4
"M"	"F"	21	22	6	10	7	1	TRUE	FALSE	4
"M"	"F"	21	22	8	6	7	1	TRUE	TRUE	4
"M"	"F"	21	21	7	8	6	0	FALSE	FALSE	4
"M"	"F"	21	20	10	7	8	-1	FALSE	FALSE	4
"M"	"F"	21	19	4	7	5	-2	FALSE	FALSE	4
"M"	"F"	21	22	10	10	8	1	TRUE	FALSE	1
"M"	"F"	21	18	7	8	7	-3	FALSE	FALSE	1
"M"	"F"	21	22	4	7	2	1	TRUE	FALSE	1
"M"	"F"	21	21	10	10	10	0	FALSE	TRUE	1
"M"	"F"	21	22	6	9	7	1	TRUE	FALSE	1
"M"	"F"	21	22	8	7	7	1	TRUE	FALSE	1
"M"	"F"	21	21	7	6	8	0	FALSE	FALSE	1
"M"	"F"	21	20	5	8	6	-1	FALSE	FALSE	1
"M"	"F"	19	22	3	5	5	3	TRUE	FALSE	5
"M"	"F"	19	22	4	8	4	3	TRUE	FALSE	5
"M"	"F"	19	21	6	8	7	2	TRUE	TRUE	5
"M"	"F"	19	22	5	8	4	3	TRUE	FALSE	5
"M"	"F"	19	22	8	9	8	3	TRUE	TRUE	5
"M"	"F"	19	20	6	8	8	1	TRUE	TRUE	5
"M"	"F"	19	19	2	6	3	0	FALSE	FALSE	5
"M"	"F"	20	22	7	7	6	2	TRUE	TRUE	2
"M"	"F"	20	18	5	6	4	-2	FALSE	FALSE	2
"M"	"F"	20	22	2	4	1	2	TRUE	FALSE	2
"M"	"F"	20	21	6	8	5	1	TRUE	TRUE	2
"M"	"F"	20	22	8	8	7	2	TRUE	FALSE	2
"M"	"F"	20	22	9	5	2	2	TRUE	FALSE	2
"M"	"F"	20	21	8	8	6	1	TRUE	TRUE	2
"M"	"F"	20	20	9	9	9	0	FALSE	TRUE	2
"M"	"F"	20	19	7	6	5	-1	FALSE	FALSE	2
"M"	"F"	21	22	8	10	9	1	TRUE	FALSE	2
"M"	"F"	21	18	9	7	9	-3	FALSE	FALSE	2
"M"	"F"	21	22	4	7	5	1	TRUE	FALSE	2
"M"	"F"	21	21	6	10	8	0	FALSE	FALSE	2
"M"	"F"	21	22	8	10	9	1	TRUE	FALSE	2
"M"	"F"	21	22	4	2	1	1	TRUE	FALSE	2
"M"	"F"	21	21	9	10	9	0	FALSE	FALSE	2
"M"	"F"	21	20	6	5	7	-1	FALSE	FALSE	2
"M"	"F"	21	19	7	10	9	-2	FALSE	FALSE	2
"F"	"M"	22	20	9	9	9	-2	FALSE	TRUE	4
"F"	"M"	22	21	10	10	10	-1	FALSE	FALSE	4
"F"	"M"	22	20	6	7	8	-2	FALSE	FALSE	4
"F"	"M"	22	21	10	10	10	-1	FALSE	FALSE	4
"F"	"M"	22	21	10	10	10	-1	FALSE	TRUE	4
"F"	"M"	22	21	10	10	10	-1	FALSE	FALSE	4
"F"	"M"	22	19	9	8	8	-3	FALSE	FALSE	4
"F"	"M"	22	20	6	7	8	-2	FALSE	TRUE	4
"F"	"M"	22	21	6	8	7	-1	FALSE	FALSE	4
"F"	"M"	18	20	9	7	8	2	TRUE	FALSE	0
"F"	"M"	18	21	6	5	4	3	TRUE	FALSE	0
"F"	"M"	18	20	4	6	4	2	TRUE	FALSE	0
"F"	"M"	18	21	4	4	4	3	TRUE	FALSE	0
"F"	"M"	18	21	6	5	4	3	TRUE	FALSE	0
"F"	"M"	18	21	6	5	6	3	TRUE	FALSE	0
"F"	"M"	18	19	6	5	5	1	TRUE	FALSE	0
"F"	"M"	18	20	9	8	5	2	TRUE	FALSE	0
"F"	"M"	18	21	5	5	3	3	TRUE	FALSE	0
"F"	"M"	22	20	6	7	6	-2	FALSE	FALSE	6
"F"	"M"	22	21	7	7	8	-1	FALSE	FALSE	6
"F"	"M"	22	20	5	8	7	-2	FALSE	FALSE	6
"F"	"M"	22	21	6	4	6	-1	FALSE	FALSE	6
"F"	"M"	22	21	5	3	7	-1	FALSE	FALSE	6
"F"	"M"	22	21	8	6	7	-1	FALSE	FALSE	6
"F"	"M"	22	19	9	4	7	-3	FALSE	FALSE	6
"F"	"M"	22	20	7	6	8	-2	FALSE	FALSE	6
"F"	"M"	22	21	2	9	7	-1	FALSE	FALSE	6
"F"	"M"	21	20	9	9	8	-1	FALSE	TRUE	6
"F"	"M"	21	21	8	7	7	0	FALSE	TRUE	6
"F"	"M"	21	20	5	8	5	-1	FALSE	FALSE	6
"F"	"M"	21	21	10	9	10	0	FALSE	TRUE	6
"F"	"M"	21	21	10	10	10	0	FALSE	TRUE	6
"F"	"M"	21	21	10	6	10	0	FALSE	TRUE	6
"F"	"M"	21	19	8	6	7	-2	FALSE	TRUE	6
"F"	"M"	21	20	9	7	7	-1	FALSE	TRUE	6
"F"	"M"	21	21	4	6	3	0	FALSE	FALSE	6
"F"	"M"	22	20	7	7	6	-2	FALSE	TRUE	1
"F"	"M"	22	21	6	9	7	-1	FALSE	TRUE	1
"F"	"M"	22	20	6	7	6	-2	FALSE	FALSE	1
"F"	"M"	22	21	5	6	5	-1	FALSE	FALSE	1
"F"	"M"	22	21	7	8	7	-1	FALSE	FALSE	1
"F"	"M"	22	21	7	7	7	-1	FALSE	FALSE	1
"F"	"M"	22	19	6	8	7	-3	FALSE	FALSE	1
"F"	"M"	22	20	7	7	7	-2	FALSE	FALSE	1
"F"	"M"	22	21	4	7	5	-1	FALSE	FALSE	1
"F"	"M"	22	20	10	9	10	-2	FALSE	TRUE	7
"F"	"M"	22	21	5	5	5	-1	FALSE	FALSE	7
"F"	"M"	22	20	5	7	3	-2	FALSE	FALSE	7
"F"	"M"	22	21	7	7	7	-1	FALSE	TRUE	7
"F"	"M"	22	21	7	7	7	-1	FALSE	TRUE	7
"F"	"M"	22	21	7	8	7	-1	FALSE	FALSE	7
"F"	"M"	22	19	9	8	8	-3	FALSE	TRUE	7
"F"	"M"	22	20	8	7	7	-2	FALSE	FALSE	7
"F"	"M"	22	21	5	7	4	-1	FALSE	FALSE	7
"F"	"M"	21	20	10	8	9	-1	FALSE	TRUE	7
"F"	"M"	21	21	7	9	7	0	FALSE	TRUE	7
"F"	"M"	21	20	7	9	7	-1	FALSE	TRUE	7
"F"	"M"	21	21	9	6	8	0	FALSE	TRUE	7
"F"	"M"	21	21	7	7	6	0	FALSE	FALSE	7
"F"	"M"	21	21	8	9	8	0	FALSE	FALSE	7
"F"	"M"	21	19	9	9	8	-2	FALSE	TRUE	7
"F"	"M"	21	20	8	10	8	-1	FALSE	TRUE	7
"F"	"M"	21	21	6	7	5	0	FALSE	FALSE	7
"F"	"M"	20	20	5	5	5	0	FALSE	FALSE	2
"F"	"M"	20	21	3	5	5	1	TRUE	FALSE	2
"F"	"M"	20	20	1	6	3	0	FALSE	FALSE	2
"F"	"M"	20	21	6	5	6	1	TRUE	FALSE	2
"F"	"M"	20	21	3	2	2	1	TRUE	FALSE	2
"F"	"M"	20	21	6	6	6	1	TRUE	FALSE	2
"F"	"M"	20	19	7	6	8	-1	FALSE	TRUE	2
"F"	"M"	20	20	9	8	9	0	FALSE	TRUE	2
"F"	"M"	20	21	2	3	2	1	TRUE	FALSE	2
"F"	"M"	19	20	5	5	5	1	TRUE	FALSE	0
"F"	"M"	19	21	5	5	5	2	TRUE	FALSE	0
"F"	"M"	19	20	5	5	5	1	TRUE	FALSE	0
"F"	"M"	19	21	5	5	5	2	TRUE	FALSE	0
"F"	"M"	19	19	6	6	6	0	FALSE	FALSE	0
"F"	"M"	19	20	6	7	5	1	TRUE	FALSE	0
"F"	"M"	19	21	7	10	2	2	TRUE	FALSE	0
"M"	"F"	27	26	7	7	8	-1	FALSE	FALSE	0
"M"	"F"	27	32	8	8	8	5	TRUE	FALSE	0
"M"	"F"	27	37	5	9	5	10	TRUE	FALSE	0
"M"	"F"	27	29	8	9	9	2	TRUE	TRUE	0
"M"	"F"	27	28	5	8	7	1	TRUE	FALSE	0
"M"	"F"	23	26	8	7	9	3	TRUE	TRUE	1
"M"	"F"	23	32	7	9	7	9	TRUE	FALSE	1
"M"	"F"	23	37	7	8	6	14	TRUE	FALSE	1
"M"	"F"	23	29	8	9	8	6	TRUE	FALSE	1
"M"	"F"	23	28	6	6	5	5	TRUE	FALSE	1
"M"	"F"	26	32	8	8	7	6	TRUE	FALSE	2
"M"	"F"	26	29	8	8	8	3	TRUE	TRUE	2
"F"	"M"	26	27	8	9	7	1	TRUE	FALSE	2
"F"	"M"	26	24	6	10	7	-2	FALSE	FALSE	2
"F"	"M"	26	23	9	9	9	-3	FALSE	TRUE	2
"F"	"M"	26	26	7	8	7	0	FALSE	FALSE	2
"F"	"M"	32	27	8	4	8	-5	FALSE	FALSE	3
"F"	"M"	32	24	3	8	1	-8	FALSE	FALSE	3
"F"	"M"	32	23	3	8	1	-9	FALSE	FALSE	3
"F"	"M"	32	26	4	6	1	-6	FALSE	FALSE	3
"F"	"M"	37	27	8	8	8	-10	FALSE	FALSE	2
"F"	"M"	37	24	6	10	6	-13	FALSE	FALSE	2
"F"	"M"	37	23	7	9	7	-14	FALSE	FALSE	2
"F"	"M"	29	27	7	7	7	-2	FALSE	TRUE	2
"F"	"M"	29	24	5	8	6	-5	FALSE	FALSE	2
"F"	"M"	29	23	6.5	7.5	6.5	-6	FALSE	FALSE	2
"F"	"M"	29	26	6.5	8	7	-3	FALSE	TRUE	2
"F"	"M"	28	27	8	7	7	-1	FALSE	FALSE	2
"F"	"M"	28	24	6	9	8	-4	FALSE	FALSE	2
"F"	"M"	28	23	7	8	7	-5	FALSE	FALSE	2
"F"	"M"	28	26	8	8	8	-2	FALSE	TRUE	2
"M"	"F"	33	23	5	8	5	-10	FALSE	FALSE	3
"M"	"F"	33	28	4	8	5	-5	FALSE	FALSE	3
"M"	"F"	33	29	5	7	5	-4	FALSE	FALSE	3
"M"	"F"	33	22	5	8	8	-11	FALSE	FALSE	3
"M"	"F"	33	27	6	9	7	-6	FALSE	FALSE	3
"M"	"F"	33	26	9	9	8	-7	FALSE	FALSE	3
"M"	"F"	33	27	8	9	8	-6	FALSE	FALSE	3
"M"	"F"	33	30	10	9	9	-3	FALSE	FALSE	3
"M"	"F"	33	26	9	9	8	-7	FALSE	FALSE	3
"M"	"F"	33	23	5	7	5	-10	FALSE	FALSE	3
"M"	"F"	33	23	7	9	7	-10	FALSE	FALSE	3
"M"	"F"	33	28	8	9	8	-5	FALSE	FALSE	3
"M"	"F"	33	28	5	9	4	-5	FALSE	FALSE	3
"M"	"F"	33	29	8	9	9	-4	FALSE	FALSE	3
"M"	"F"	33	27	8	9	9	-6	FALSE	FALSE	3
"M"	"F"	33	22	7	8	7	-11	FALSE	FALSE	3
"M"	"F"	24	23	7	10	8	-1	FALSE	FALSE	2
"M"	"F"	24	28	7	10	8	4	TRUE	FALSE	2
"M"	"F"	24	29	8	7	7	5	TRUE	FALSE	2
"M"	"F"	24	22	10	9	9	-2	FALSE	FALSE	2
"M"	"F"	24	27	9	9	8	3	TRUE	FALSE	2
"M"	"F"	24	26	9	8	9	2	TRUE	FALSE	2
"M"	"F"	24	27	9	10	9	3	TRUE	FALSE	2
"M"	"F"	24	30	8	7	2	6	TRUE	FALSE	2
"M"	"F"	24	26	7	7	3	2	TRUE	FALSE	2
"M"	"F"	24	23	10	9	8	-1	FALSE	FALSE	2
"M"	"F"	24	23	6	8	8	-1	FALSE	FALSE	2
"M"	"F"	24	28	9	9	7	4	TRUE	FALSE	2
"M"	"F"	24	28	8	9	9	4	TRUE	FALSE	2
"M"	"F"	24	29	9	9	8	5	TRUE	FALSE	2
"M"	"F"	24	27	9	9	9	3	TRUE	FALSE	2
"M"	"F"	24	22	8	10	10	-2	FALSE	FALSE	2
"M"	"F"	26	23	5	8	5	-3	FALSE	FALSE	7
"M"	"F"	26	28	5	8	5	2	TRUE	FALSE	7
"M"	"F"	26	29	8	7	8	3	TRUE	TRUE	7
"M"	"F"	26	22	7	7	6	-4	FALSE	FALSE	7
"M"	"F"	26	27	5	6	5	1	TRUE	FALSE	7
"M"	"F"	26	26	7	8	8	0	FALSE	FALSE	7
"M"	"F"	26	27	6	8	5	1	TRUE	FALSE	7
"M"	"F"	26	30	7	7	6	4	TRUE	TRUE	7
"M"	"F"	26	26	8	8	7	0	FALSE	TRUE	7
"M"	"F"	26	23	6	6	6	-3	FALSE	FALSE	7
"M"	"F"	26	23	4	8	4	-3	FALSE	FALSE	7
"M"	"F"	26	28	8	8	7	2	TRUE	TRUE	7
"M"	"F"	26	28	4	8	5	2	TRUE	FALSE	7
"M"	"F"	26	29	4	9	5	3	TRUE	FALSE	7
"M"	"F"	26	27	8	10	10	1	TRUE	TRUE	7
"M"	"F"	26	22	6	8	6	-4	FALSE	FALSE	7
"M"	"F"	28	23	6	7	5	-5	FALSE	FALSE	5
"M"	"F"	28	28	4	8	4	0	FALSE	FALSE	5
"M"	"F"	28	29	9	8	8	1	TRUE	TRUE	5
"M"	"F"	28	22	8	8	7	-6	FALSE	FALSE	5
"M"	"F"	28	27	4	7	6	-1	FALSE	FALSE	5
"M"	"F"	28	26	5	6	5	-2	FALSE	FALSE	5
"M"	"F"	28	27	3	8	3	-1	FALSE	FALSE	5
"M"	"F"	28	26	8	6	7	-2	FALSE	TRUE	5
"M"	"F"	28	23	4	7	5	-5	FALSE	FALSE	5
"M"	"F"	28	23	4	8	4	-5	FALSE	FALSE	5
"M"	"F"	28	28	8	8	7	0	FALSE	FALSE	5
"M"	"F"	28	28	4	7	4	0	FALSE	FALSE	5
"M"	"F"	28	29	6	8	7	1	TRUE	TRUE	5
"M"	"F"	28	27	7	7	7	-1	FALSE	TRUE	5
"M"	"F"	28	22	5	8	6	-6	FALSE	TRUE	5
"M"	"F"	31	23	5	8	5	-8	FALSE	FALSE	1
"M"	"F"	31	28	5	10	7	-3	FALSE	FALSE	1
"M"	"F"	31	29	9	7	7	-2	FALSE	FALSE	1
"M"	"F"	31	22	8	8	7	-9	FALSE	FALSE	1
"M"	"F"	31	27	6	7	7	-4	FALSE	FALSE	1
"M"	"F"	31	26	7	8	7	-5	FALSE	FALSE	1
"M"	"F"	31	27	8	6	7	-4	FALSE	FALSE	1
"M"	"F"	31	30	9	8	7	-1	FALSE	TRUE	1
"M"	"F"	31	26	6	6	5	-5	FALSE	FALSE	1
"M"	"F"	31	23	7	8	7	-8	FALSE	TRUE	1
"M"	"F"	31	23	7	8	8	-8	FALSE	FALSE	1
"M"	"F"	31	28	9	9	9	-3	FALSE	FALSE	1
"M"	"F"	31	28	5	9	8	-3	FALSE	FALSE	1
"M"	"F"	31	29	6	9	7	-2	FALSE	FALSE	1
"M"	"F"	31	27	6	8	7	-4	FALSE	FALSE	1
"M"	"F"	31	22	6	8	8	-9	FALSE	FALSE	1
"M"	"F"	28	23	4	5	2	-5	FALSE	FALSE	1
"M"	"F"	28	28	3	7	6	0	FALSE	FALSE	1
"M"	"F"	28	29	8	8	6	1	TRUE	FALSE	1
"M"	"F"	28	22	9	8	9	-6	FALSE	FALSE	1
"M"	"F"	28	27	9	7	8	-1	FALSE	TRUE	1
"M"	"F"	28	26	7	7	7.5	-2	FALSE	FALSE	1
"M"	"F"	28	27	6	8	7	-1	FALSE	FALSE	1
"M"	"F"	28	30	8	5	4	2	TRUE	FALSE	1
"M"	"F"	28	26	6	6	5	-2	FALSE	FALSE	1
"M"	"F"	28	23	6	6	3	-5	FALSE	FALSE	1
"M"	"F"	28	23	6	7	4	-5	FALSE	FALSE	1
"M"	"F"	28	28	7	7	7	0	FALSE	FALSE	1
"M"	"F"	28	28	3	8	4	0	FALSE	FALSE	1
"M"	"F"	28	29	5	6	5	1	TRUE	FALSE	1
"M"	"F"	28	27	7	7	7	-1	FALSE	FALSE	1
"M"	"F"	28	22	8	8	9	-6	FALSE	TRUE	1
"M"	"F"	27	23	6	7	6	-4	FALSE	FALSE	1
"M"	"F"	27	28	4	5	5	1	TRUE	FALSE	1
"M"	"F"	27	29	6	7	6	2	TRUE	FALSE	1
"M"	"F"	27	22	8	8	8	-5	FALSE	FALSE	1
"M"	"F"	27	27	5	8	7	0	FALSE	FALSE	1
"M"	"F"	27	27	6	8	7	0	FALSE	TRUE	1
"M"	"F"	27	30	8	7	9	3	TRUE	TRUE	1
"M"	"F"	27	26	5	6	5	-1	FALSE	FALSE	1
"M"	"F"	27	23	4	7	6	-4	FALSE	FALSE	1
"M"	"F"	27	28	8	9	8	1	TRUE	FALSE	1
"M"	"F"	27	28	4	7	6	1	TRUE	FALSE	1
"M"	"F"	27	29	6	8	7	2	TRUE	FALSE	1
"M"	"F"	27	27	6	7	7	0	FALSE	FALSE	1
"M"	"F"	27	22	5	8	7	-5	FALSE	FALSE	1
"M"	"F"	28	23	6	8	5	-5	FALSE	FALSE	4
"M"	"F"	28	28	5	6	5	0	FALSE	TRUE	4
"M"	"F"	28	29	5	6	5	1	TRUE	FALSE	4
"M"	"F"	28	22	7	7	5	-6	FALSE	FALSE	4
"M"	"F"	28	27	5	7	5	-1	FALSE	FALSE	4
"M"	"F"	28	26	8	8	8	-2	FALSE	TRUE	4
"M"	"F"	28	27	6	7	7	-1	FALSE	FALSE	4
"M"	"F"	28	30	5	5	5	2	TRUE	FALSE	4
"M"	"F"	28	26	4	5	4	-2	FALSE	FALSE	4
"M"	"F"	28	23	5	7	5	-5	FALSE	FALSE	4
"M"	"F"	28	23	5	6	6	-5	FALSE	FALSE	4
"M"	"F"	28	28	7	7	7	0	FALSE	FALSE	4
"M"	"F"	28	28	5	7	4	0	FALSE	FALSE	4
"M"	"F"	28	29	6	7	5	1	TRUE	TRUE	4
"M"	"F"	28	27	6	6	6	-1	FALSE	FALSE	4
"M"	"F"	28	22	5	6	5	-6	FALSE	FALSE	4
"M"	"F"	27	23	2	7	2	-4	FALSE	FALSE	0
"M"	"F"	27	28	1	6	1	1	TRUE	FALSE	0
"M"	"F"	27	29	7	6	6	2	TRUE	FALSE	0
"M"	"F"	27	22	8	7	7	-5	FALSE	TRUE	0
"M"	"F"	27	27	2	6	3	0	FALSE	FALSE	0
"M"	"F"	27	26	6	6	6	-1	FALSE	FALSE	0
"M"	"F"	27	27	6	7	8	0	FALSE	FALSE	0
"M"	"F"	27	30	7	5	5	3	TRUE	FALSE	0
"M"	"F"	27	26	8	7	5	-1	FALSE	FALSE	0
"M"	"F"	27	23	5	6	4	-4	FALSE	FALSE	0
"M"	"F"	27	23	3	4	4	-4	FALSE	FALSE	0
"M"	"F"	27	28	8	8	8	1	TRUE	FALSE	0
"M"	"F"	27	28	2	8	8	1	TRUE	FALSE	0
"M"	"F"	27	29	4	7	5	2	TRUE	FALSE	0
"M"	"F"	27	27	5	8	6	0	FALSE	FALSE	0
"M"	"F"	27	22	3	8	5	-5	FALSE	FALSE	0
"M"	"F"	30	23	4	10	3	-7	FALSE	FALSE	5
"M"	"F"	30	28	3	10	3	-2	FALSE	FALSE	5
"M"	"F"	30	29	7	10	8	-1	FALSE	TRUE	5
"M"	"F"	30	22	8	10	8	-8	FALSE	FALSE	5
"M"	"F"	30	27	7	10	4	-3	FALSE	FALSE	5
"M"	"F"	30	26	6	10	7	-4	FALSE	TRUE	5
"M"	"F"	30	27	7	10	6	-3	FALSE	FALSE	5
"M"	"F"	30	30	8	10	5	0	FALSE	FALSE	5
"M"	"F"	30	26	7	10	7	-4	FALSE	FALSE	5
"M"	"F"	30	23	6	10	6	-7	FALSE	FALSE	5
"M"	"F"	30	23	6	10	7	-7	FALSE	FALSE	5
"M"	"F"	30	28	7	10	9	-2	FALSE	FALSE	5
"M"	"F"	30	28	4	10	3	-2	FALSE	FALSE	5
"M"	"F"	30	29	5	10	2	-1	FALSE	FALSE	5
"M"	"F"	30	27	5	10	8	-3	FALSE	TRUE	5
"M"	"F"	30	22	6	10	8	-8	FALSE	TRUE	5
"M"	"F"	28	23	2	3	1	-5	FALSE	FALSE	2
"M"	"F"	28	28	2	6	3	0	FALSE	FALSE	2
"M"	"F"	28	29	7	7	7	1	TRUE	FALSE	2
"M"	"F"	28	22	7	6	6	-6	FALSE	FALSE	2
"M"	"F"	28	27	3	7	1	-1	FALSE	FALSE	2
"M"	"F"	28	26	5	6	3	-2	FALSE	FALSE	2
"M"	"F"	28	27	5	6	6	-1	FALSE	FALSE	2
"M"	"F"	28	30	6	7	4	2	TRUE	FALSE	2
"M"	"F"	28	26	6	7	7	-2	FALSE	FALSE	2
"M"	"F"	28	23	4	5	3	-5	FALSE	FALSE	2
"M"	"F"	28	23	2	8	2	-5	FALSE	FALSE	2
"M"	"F"	28	28	8	7	7	0	FALSE	TRUE	2
"M"	"F"	28	28	3	7	3	0	FALSE	FALSE	2
"M"	"F"	28	29	5	7	6	1	TRUE	FALSE	2
"M"	"F"	28	27	7	7	6	-1	FALSE	FALSE	2
"M"	"F"	28	22	5	5	3	-6	FALSE	FALSE	2
"F"	"M"	23	24	10	8	9	1	TRUE	FALSE	4
"F"	"M"	23	33	6	9	7	10	TRUE	FALSE	4
"F"	"M"	23	23	9	9	9	0	FALSE	FALSE	4
"F"	"M"	23	24	9	9	9	1	TRUE	FALSE	4
"F"	"M"	23	36	8	8	9	13	TRUE	FALSE	4
"F"	"M"	23	26	9	7	8	3	TRUE	FALSE	4
"F"	"M"	23	27	9	8	8	4	TRUE	FALSE	4
"F"	"M"	23	28	9	9	8	5	TRUE	FALSE	4
"F"	"M"	23	31	10	9	9	8	TRUE	FALSE	4
"F"	"M"	23	28	10	8	9	5	TRUE	FALSE	4
"F"	"M"	23	27	9	8	8	4	TRUE	FALSE	4
"F"	"M"	23	28	7	8	7	5	TRUE	FALSE	4
"F"	"M"	23	27	9	7	8	4	TRUE	FALSE	4
"F"	"M"	23	27	10	9	9	4	TRUE	FALSE	4
"F"	"M"	23	30	9	8	8	7	TRUE	FALSE	4
"F"	"M"	23	28	9	8	7	5	TRUE	FALSE	4
"F"	"M"	28	24	7	7	7	-4	FALSE	TRUE	3
"F"	"M"	28	33	5	7	5	5	TRUE	FALSE	3
"F"	"M"	28	23	8	8	9	-5	FALSE	FALSE	3
"F"	"M"	28	24	8	8	8	-4	FALSE	FALSE	3
"F"	"M"	28	36	6	8	5	8	TRUE	FALSE	3
"F"	"M"	28	26	6	6	5	-2	FALSE	FALSE	3
"F"	"M"	28	27	7	6	6	-1	FALSE	FALSE	3
"F"	"M"	28	28	8	7	7	0	FALSE	FALSE	3
"F"	"M"	28	31	8	9	8	3	TRUE	FALSE	3
"F"	"M"	28	28	8	7	7	0	FALSE	FALSE	3
"F"	"M"	28	27	7	7	5	-1	FALSE	FALSE	3
"F"	"M"	28	28	7	7	7	0	FALSE	TRUE	3
"F"	"M"	28	27	7	7	7	-1	FALSE	FALSE	3
"F"	"M"	28	27	7	8	7	-1	FALSE	FALSE	3
"F"	"M"	28	30	6	7	5	2	TRUE	FALSE	3
"F"	"M"	28	28	6	6	5	0	FALSE	FALSE	3
"F"	"M"	29	24	6	8	6	-5	FALSE	FALSE	4
"F"	"M"	29	33	4	7	4	4	TRUE	FALSE	4
"F"	"M"	29	23	6	9	7	-6	FALSE	FALSE	4
"F"	"M"	29	24	4	9	5	-5	FALSE	FALSE	4
"F"	"M"	29	26	8	9	6	-3	FALSE	TRUE	4
"F"	"M"	29	27	7	8	7	-2	FALSE	FALSE	4
"F"	"M"	29	28	6	9	5	-1	FALSE	TRUE	4
"F"	"M"	29	31	7	9	7	2	TRUE	FALSE	4
"F"	"M"	29	27	7	10	5	-2	FALSE	FALSE	4
"F"	"M"	29	28	7	8	4	-1	FALSE	FALSE	4
"F"	"M"	29	27	8	8	7	-2	FALSE	FALSE	4
"F"	"M"	29	27	7	8	6	-2	FALSE	FALSE	4
"F"	"M"	29	30	8	8	8	1	TRUE	TRUE	4
"F"	"M"	29	28	10	8	8	-1	FALSE	FALSE	4
"F"	"M"	27	24	6	7	5	-3	FALSE	FALSE	2
"F"	"M"	27	33	3	6	3	6	TRUE	FALSE	2
"F"	"M"	27	23	8	7	8	-4	FALSE	TRUE	2
"F"	"M"	27	24	5	7	6	-3	FALSE	FALSE	2
"F"	"M"	27	36	4	8	4	9	TRUE	FALSE	2
"F"	"M"	27	26	5	7	5	-1	FALSE	FALSE	2
"F"	"M"	27	27	6	7	6	0	FALSE	FALSE	2
"F"	"M"	27	28	8	6	6	1	TRUE	FALSE	2
"F"	"M"	27	31	6	8	5	4	TRUE	FALSE	2
"F"	"M"	27	28	8	7	9	1	TRUE	TRUE	2
"F"	"M"	27	27	6	7	4	0	FALSE	FALSE	2
"F"	"M"	27	28	5	6	4	1	TRUE	FALSE	2
