"","gender_partner","gender_rater","age_rater","age_partner","attractive_partner","intelligence_partner","like_partner","age_diff","partner_older","matched","exp_num_match"
"2124","M","F",30,22,8,10,8,-8,FALSE,FALSE,5
"2125","M","F",30,27,7,10,4,-3,FALSE,FALSE,5
"2126","M","F",30,26,6,10,7,-4,FALSE,TRUE,5
"2127","M","F",30,27,7,10,6,-3,FALSE,FALSE,5
"2128","M","F",30,30,8,10,5,0,FALSE,FALSE,5
"2129","M","F",30,26,7,10,7,-4,FALSE,FALSE,5
"2130","M","F",30,23,6,10,6,-7,FALSE,FALSE,5
"2131","M","F",30,23,6,10,7,-7,FALSE,FALSE,5
"2132","M","F",30,28,7,10,9,-2,FALSE,FALSE,5
"2133","M","F",30,28,4,10,3,-2,FALSE,FALSE,5
"2134","M","F",30,29,5,10,2,-1,FALSE,FALSE,5
"2135","M","F",30,27,5,10,8,-3,FALSE,TRUE,5
"2136","M","F",30,22,6,10,8,-8,FALSE,TRUE,5
"2137","M","F",28,23,2,3,1,-5,FALSE,FALSE,2
"2138","M","F",28,28,2,6,3,0,FALSE,FALSE,2
"2139","M","F",28,29,7,7,7,1,TRUE,FALSE,2
"2140","M","F",28,22,7,6,6,-6,FALSE,FALSE,2
"2141","M","F",28,27,3,7,1,-1,FALSE,FALSE,2
"2142","M","F",28,26,5,6,3,-2,FALSE,FALSE,2
"2143","M","F",28,27,5,6,6,-1,FALSE,FALSE,2
"2144","M","F",28,30,6,7,4,2,TRUE,FALSE,2
"2145","M","F",28,26,6,7,7,-2,FALSE,FALSE,2
"2146","M","F",28,23,4,5,3,-5,FALSE,FALSE,2
"2147","M","F",28,23,2,8,2,-5,FALSE,FALSE,2
"2148","M","F",28,28,8,7,7,0,FALSE,TRUE,2
"2149","M","F",28,28,3,7,3,0,FALSE,FALSE,2
"2150","M","F",28,29,5,7,6,1,TRUE,FALSE,2
"2151","M","F",28,27,7,7,6,-1,FALSE,FALSE,2
"2152","M","F",28,22,5,5,3,-6,FALSE,FALSE,2
"2153","F","M",23,24,10,8,9,1,TRUE,FALSE,4
"2154","F","M",23,33,6,9,7,10,TRUE,FALSE,4
"2155","F","M",23,23,9,9,9,0,FALSE,FALSE,4
"2156","F","M",23,24,9,9,9,1,TRUE,FALSE,4
"2157","F","M",23,36,8,8,9,13,TRUE,FALSE,4
"2158","F","M",23,26,9,7,8,3,TRUE,FALSE,4
"2159","F","M",23,27,9,8,8,4,TRUE,FALSE,4
"2160","F","M",23,28,9,9,8,5,TRUE,FALSE,4
"2161","F","M",23,31,10,9,9,8,TRUE,FALSE,4
"2162","F","M",23,28,10,8,9,5,TRUE,FALSE,4
"2163","F","M",23,27,9,8,8,4,TRUE,FALSE,4
"2164","F","M",23,28,7,8,7,5,TRUE,FALSE,4
"2165","F","M",23,27,9,7,8,4,TRUE,FALSE,4
"2166","F","M",23,27,10,9,9,4,TRUE,FALSE,4
"2167","F","M",23,30,9,8,8,7,TRUE,FALSE,4
"2168","F","M",23,28,9,8,7,5,TRUE,FALSE,4
"2169","F","M",28,24,7,7,7,-4,FALSE,TRUE,3
"2170","F","M",28,33,5,7,5,5,TRUE,FALSE,3
"2171","F","M",28,23,8,8,9,-5,FALSE,FALSE,3
"2172","F","M",28,24,8,8,8,-4,FALSE,FALSE,3
"2173","F","M",28,36,6,8,5,8,TRUE,FALSE,3
"2174","F","M",28,26,6,6,5,-2,FALSE,FALSE,3
"2175","F","M",28,27,7,6,6,-1,FALSE,FALSE,3
"2176","F","M",28,28,8,7,7,0,FALSE,FALSE,3
"2177","F","M",28,31,8,9,8,3,TRUE,FALSE,3
"2178","F","M",28,28,8,7,7,0,FALSE,FALSE,3
"2179","F","M",28,27,7,7,5,-1,FALSE,FALSE,3
"2180","F","M",28,28,7,7,7,0,FALSE,TRUE,3
"2181","F","M",28,27,7,7,7,-1,FALSE,FALSE,3
"2182","F","M",28,27,7,8,7,-1,FALSE,FALSE,3
"2183","F","M",28,30,6,7,5,2,TRUE,FALSE,3
"2184","F","M",28,28,6,6,5,0,FALSE,FALSE,3
"2185","F","M",29,24,6,8,6,-5,FALSE,FALSE,4
"2186","F","M",29,33,4,7,4,4,TRUE,FALSE,4
"2187","F","M",29,23,6,9,7,-6,FALSE,FALSE,4
"2188","F","M",29,24,4,9,5,-5,FALSE,FALSE,4
"2190","F","M",29,26,8,9,6,-3,FALSE,TRUE,4
"2191","F","M",29,27,7,8,7,-2,FALSE,FALSE,4
"2192","F","M",29,28,6,9,5,-1,FALSE,TRUE,4
"2193","F","M",29,31,7,9,7,2,TRUE,FALSE,4
"2195","F","M",29,27,7,10,5,-2,FALSE,FALSE,4
"2196","F","M",29,28,7,8,4,-1,FALSE,FALSE,4
"2197","F","M",29,27,8,8,7,-2,FALSE,FALSE,4
"2198","F","M",29,27,7,8,6,-2,FALSE,FALSE,4
"2199","F","M",29,30,8,8,8,1,TRUE,TRUE,4
"2200","F","M",29,28,10,8,8,-1,FALSE,FALSE,4
"2217","F","M",27,24,6,7,5,-3,FALSE,FALSE,2
"2218","F","M",27,33,3,6,3,6,TRUE,FALSE,2
"2219","F","M",27,23,8,7,8,-4,FALSE,TRUE,2
"2220","F","M",27,24,5,7,6,-3,FALSE,FALSE,2
"2221","F","M",27,36,4,8,4,9,TRUE,FALSE,2
"2222","F","M",27,26,5,7,5,-1,FALSE,FALSE,2
"2223","F","M",27,27,6,7,6,0,FALSE,FALSE,2
"2224","F","M",27,28,8,6,6,1,TRUE,FALSE,2
"2225","F","M",27,31,6,8,5,4,TRUE,FALSE,2
"2226","F","M",27,28,8,7,9,1,TRUE,TRUE,2
"2227","F","M",27,27,6,7,4,0,FALSE,FALSE,2
"2228","F","M",27,28,5,6,4,1,TRUE,FALSE,2
"2229","F","M",27,27,7,7,4,0,FALSE,FALSE,2
"2230","F","M",27,27,6,3,4,0,FALSE,FALSE,2
"2231","F","M",27,30,5,7,6,3,TRUE,FALSE,2
"2232","F","M",27,28,5,6,5,1,TRUE,FALSE,2
"2233","F","M",26,24,7,7,6,-2,FALSE,FALSE,3
"2234","F","M",26,33,5,7,5,7,TRUE,FALSE,3
"2235","F","M",26,23,8,8,6,-3,FALSE,FALSE,3
"2236","F","M",26,24,6,6,5,-2,FALSE,FALSE,3
"2237","F","M",26,36,5,7,6,10,TRUE,FALSE,3
"2238","F","M",26,26,7,7,6,0,FALSE,FALSE,3
"2239","F","M",26,27,8,8,7,1,TRUE,FALSE,3
"2240","F","M",26,28,8,8,8,2,TRUE,FALSE,3
"2241","F","M",26,31,9,9,8,5,TRUE,FALSE,3
"2242","F","M",26,28,8,8,8,2,TRUE,FALSE,3
"2243","F","M",26,27,6,8,5,1,TRUE,FALSE,3
"2244","F","M",26,28,8,8,8,2,TRUE,TRUE,3
"2245","F","M",26,27,8,8,7,1,TRUE,TRUE,3
"2246","F","M",26,27,8,6,7,1,TRUE,FALSE,3
"2247","F","M",26,30,8,9,8,4,TRUE,TRUE,3
"2248","F","M",26,28,7,6,5,2,TRUE,FALSE,3
"2249","F","M",27,24,8,9,6,-3,FALSE,FALSE,3
"2250","F","M",27,33,4,9,6,6,TRUE,FALSE,3
"2251","F","M",27,23,7,9,7,-4,FALSE,FALSE,3
"2252","F","M",27,24,4,9,7,-3,FALSE,FALSE,3
"2253","F","M",27,36,9,10,10,9,TRUE,TRUE,3
"2254","F","M",27,26,9,6,6,-1,FALSE,FALSE,3
"2255","F","M",27,27,7,7,6,0,FALSE,FALSE,3
"2256","F","M",27,28,6,6,5,1,TRUE,FALSE,3
"2257","F","M",27,31,9,9,9,4,TRUE,FALSE,3
"2258","F","M",27,28,9,7,7,1,TRUE,FALSE,3
"2259","F","M",27,27,8,9,7,0,FALSE,TRUE,3
"2260","F","M",27,28,7,8,7,1,TRUE,FALSE,3
"2261","F","M",27,27,8,7,6,0,FALSE,FALSE,3
"2262","F","M",27,27,5,8,7,0,FALSE,FALSE,3
"2263","F","M",27,30,8,10,7,3,TRUE,FALSE,3
"2264","F","M",27,28,8,8,8,1,TRUE,FALSE,3
"2265","F","M",30,24,8,9,6,-6,FALSE,FALSE,3
"2266","F","M",30,33,6,9,6,3,TRUE,FALSE,3
"2267","F","M",30,23,7,10,7,-7,FALSE,FALSE,3
"2268","F","M",30,24,6,9,6,-6,FALSE,FALSE,3
"2269","F","M",30,36,8,9,7,6,TRUE,FALSE,3
"2270","F","M",30,26,7,8,8,-4,FALSE,TRUE,3
"2271","F","M",30,27,8,9,8,-3,FALSE,FALSE,3
"2272","F","M",30,28,9,9,7,-2,FALSE,FALSE,3
"2273","F","M",30,31,8,9,8,1,TRUE,TRUE,3
"2274","F","M",30,28,10,8,6,-2,FALSE,FALSE,3
"2275","F","M",30,27,8,10,7,-3,FALSE,TRUE,3
"2276","F","M",30,28,7,8,5,-2,FALSE,FALSE,3
"2277","F","M",30,27,10,8,5,-3,FALSE,FALSE,3
"2278","F","M",30,27,9,8,6,-3,FALSE,FALSE,3
"2279","F","M",30,30,7,7,6,0,FALSE,FALSE,3
"2280","F","M",30,28,9,8,7,-2,FALSE,FALSE,3
"2281","F","M",26,24,4,8,5,-2,FALSE,FALSE,1
"2282","F","M",26,33,3,7,5,7,TRUE,FALSE,1
"2283","F","M",26,23,7,9,8,-3,FALSE,FALSE,1
"2284","F","M",26,24,5,7,5,-2,FALSE,FALSE,1
"2285","F","M",26,36,7,7,7,10,TRUE,FALSE,1
"2286","F","M",26,26,8,8,8,0,FALSE,TRUE,1
"2287","F","M",26,27,8,8,8,1,TRUE,FALSE,1
"2288","F","M",26,28,7,7,7,2,TRUE,TRUE,1
"2289","F","M",26,31,5,9,7,5,TRUE,FALSE,1
"2292","F","M",26,28,6,7,5,2,TRUE,FALSE,1
"2293","F","M",26,27,7,7,7,1,TRUE,TRUE,1
"2294","F","M",26,27,7,7,7,1,TRUE,FALSE,1
"2295","F","M",26,30,7,7,7,4,TRUE,FALSE,1
"2296","F","M",26,28,8,8,8,2,TRUE,FALSE,1
"2297","F","M",23,24,7,7,6,1,TRUE,TRUE,4
"2298","F","M",23,33,3,6,3,10,TRUE,FALSE,4
"2299","F","M",23,23,4,5,3,0,FALSE,FALSE,4
"2300","F","M",23,24,2,6,3,1,TRUE,FALSE,4
"2301","F","M",23,36,3,8,3,13,TRUE,FALSE,4
"2302","F","M",23,26,3,5,5,3,TRUE,FALSE,4
"2303","F","M",23,27,6,6,5,4,TRUE,FALSE,4
"2304","F","M",23,28,6,6,7,5,TRUE,FALSE,4
"2305","F","M",23,31,7,6,6,8,TRUE,TRUE,4
"2306","F","M",23,28,8,5,7,5,TRUE,FALSE,4
"2307","F","M",23,27,7,8,7,4,TRUE,TRUE,4
"2308","F","M",23,28,4,6,4,5,TRUE,FALSE,4
"2309","F","M",23,27,5,7,6,4,TRUE,FALSE,4
"2310","F","M",23,27,6,5,6,4,TRUE,FALSE,4
"2311","F","M",23,30,7,6,6,7,TRUE,FALSE,4
"2312","F","M",23,28,6,6,6,5,TRUE,FALSE,4
"2313","F","M",23,24,8,7,8,1,TRUE,TRUE,5
"2314","F","M",23,33,5,5,6,10,TRUE,FALSE,5
"2315","F","M",23,23,8,8,7,0,FALSE,FALSE,5
"2316","F","M",23,24,7,7,7,1,TRUE,FALSE,5
"2317","F","M",23,36,4,7,4,13,TRUE,FALSE,5
"2318","F","M",23,26,4,8,5,3,TRUE,FALSE,5
"2319","F","M",23,27,7,8,7,4,TRUE,FALSE,5
"2320","F","M",23,28,5,6,6,5,TRUE,FALSE,5
"2321","F","M",23,31,8,7,7,8,TRUE,FALSE,5
"2322","F","M",23,28,9,7,8,5,TRUE,FALSE,5
"2323","F","M",23,27,7,7,7,4,TRUE,FALSE,5
"2324","F","M",23,28,7,7,6,5,TRUE,FALSE,5
"2325","F","M",23,27,8,8,9,4,TRUE,FALSE,5
"2326","F","M",23,27,7,7,7,4,TRUE,FALSE,5
"2327","F","M",23,30,7,8,6,7,TRUE,FALSE,5
"2328","F","M",23,28,6,8,9,5,TRUE,FALSE,5
"2393","F","M",22,24,8,7,7,2,TRUE,TRUE,5
"2394","F","M",22,33,4,5,3,11,TRUE,FALSE,5
"2395","F","M",22,23,5,6,4,1,TRUE,FALSE,5
"2396","F","M",22,24,4,6,4,2,TRUE,FALSE,5
"2397","F","M",22,36,5,5,4,14,TRUE,FALSE,5
"2398","F","M",22,26,5,5,4,4,TRUE,FALSE,5
"2399","F","M",22,27,5,5,5,5,TRUE,FALSE,5
"2400","F","M",22,28,8,8,8,6,TRUE,TRUE,5
"2401","F","M",22,31,7,7,6,9,TRUE,FALSE,5
"2402","F","M",22,28,9,7,8,6,TRUE,TRUE,5
"2403","F","M",22,27,5,5,5,5,TRUE,FALSE,5
"2404","F","M",22,28,5,5,5,6,TRUE,FALSE,5
"2405","F","M",22,27,6,6,7,5,TRUE,TRUE,5
"2406","F","M",22,27,6,7,6,5,TRUE,FALSE,5
"2407","F","M",22,30,7,7,6,8,TRUE,TRUE,5
"2408","F","M",22,28,7,8,7,6,TRUE,FALSE,5
"2409","M","F",29,34,5,6,6,5,TRUE,TRUE,4
"2410","M","F",29,25,5,5,5,-4,FALSE,FALSE,4
"2411","M","F",29,24,5,6,6,-5,FALSE,FALSE,4
"2412","M","F",29,26,5,5,7,-3,FALSE,TRUE,4
"2413","M","F",29,21,5,5,7,-8,FALSE,FALSE,4
"2414","M","F",29,27,5,5,7,-2,FALSE,FALSE,4
"2415","M","F",29,25,5,6,6,-4,FALSE,FALSE,4
"2416","M","F",29,28,5,5,6,-1,FALSE,FALSE,4
"2417","M","F",29,24,6,6,7,-5,FALSE,FALSE,4
"2418","M","F",29,25,6,6,7,-4,FALSE,FALSE,4
"2429","M","F",28,34,7,8,6,6,TRUE,TRUE,4
"2430","M","F",28,25,6,6,6,-3,FALSE,FALSE,4
"2431","M","F",28,24,7,7,7,-4,FALSE,TRUE,4
"2432","M","F",28,26,5,5,2,-2,FALSE,FALSE,4
"2433","M","F",28,21,7,6,4,-7,FALSE,FALSE,4
"2434","M","F",28,27,6,7,5,-1,FALSE,FALSE,4
"2435","M","F",28,25,8,6,7,-3,FALSE,FALSE,4
"2436","M","F",28,28,8,7,5,0,FALSE,TRUE,4
"2437","M","F",28,24,8,9,7,-4,FALSE,FALSE,4
"2438","M","F",28,25,7,8,7,-3,FALSE,FALSE,4
"2439","M","F",22,34,5,7,6,12,TRUE,FALSE,2
"2440","M","F",22,25,2,3,2,3,TRUE,FALSE,2
"2441","M","F",22,24,2,7,3,2,TRUE,FALSE,2
"2442","M","F",22,26,4,7,4,4,TRUE,FALSE,2
"2443","M","F",22,21,1,6,3,-1,FALSE,FALSE,2
"2444","M","F",22,27,4,6,5,5,TRUE,FALSE,2
"2445","M","F",22,25,6,7,7,3,TRUE,FALSE,2
"2446","M","F",22,28,7,7,7,6,TRUE,FALSE,2
"2447","M","F",22,24,7,8,7,2,TRUE,FALSE,2
"2448","M","F",22,25,5,7,6,3,TRUE,FALSE,2
"2449","M","F",35,34,5,7,7,-1,FALSE,FALSE,4
"2450","M","F",35,25,7,7,5,-10,FALSE,FALSE,4
"2451","M","F",35,24,5,7,6,-11,FALSE,TRUE,4
"2452","M","F",35,26,4,7,4,-9,FALSE,FALSE,4
"2453","M","F",35,21,5,7,5,-14,FALSE,FALSE,4
"2454","M","F",35,27,7,7,6,-8,FALSE,FALSE,4
"2455","M","F",35,25,7,7,6,-10,FALSE,FALSE,4
"2456","M","F",35,28,8,7,7,-7,FALSE,FALSE,4
"2457","M","F",35,24,6,7,5,-11,FALSE,FALSE,4
"2458","M","F",35,25,7,8,8,-10,FALSE,FALSE,4
"2459","M","F",30,34,3,6,2,4,TRUE,FALSE,1
"2460","M","F",30,25,4,6,2,-5,FALSE,FALSE,1
"2461","M","F",30,24,4,7,3,-6,FALSE,FALSE,1
"2462","M","F",30,26,4,7,3,-4,FALSE,FALSE,1
"2463","M","F",30,21,4,7,3,-9,FALSE,FALSE,1
"2464","M","F",30,27,4,7,5,-3,FALSE,FALSE,1
"2465","M","F",30,25,7,7,7,-5,FALSE,TRUE,1
"2466","M","F",30,28,4,6,4,-2,FALSE,FALSE,1
"2467","M","F",30,24,6,6,4,-6,FALSE,FALSE,1
"2468","M","F",30,25,5,7,5,-5,FALSE,FALSE,1
"2479","M","F",22,34,8,8,7,12,TRUE,FALSE,2
"2480","M","F",22,25,6,9,6,3,TRUE,TRUE,2
"2481","M","F",22,24,8,9,7,2,TRUE,TRUE,2
"2482","M","F",22,26,4,4,4,4,TRUE,FALSE,2
"2483","M","F",22,21,4,4,4,-1,FALSE,FALSE,2
"2484","M","F",22,27,5,8,4,5,TRUE,FALSE,2
"2485","M","F",22,25,5,6,4,3,TRUE,TRUE,2
"2486","M","F",22,28,8,8,6,6,TRUE,TRUE,2
"2487","M","F",22,24,6,4,6,2,TRUE,FALSE,2
"2488","M","F",22,25,8,9,8,3,TRUE,TRUE,2
"2489","M","F",22,34,7,8,8,12,TRUE,FALSE,2
"2490","M","F",22,25,7,8,6,3,TRUE,FALSE,2
"2491","M","F",22,24,6,10,8,2,TRUE,FALSE,2
"2492","M","F",22,26,6,9,9,4,TRUE,FALSE,2
"2493","M","F",22,21,1,8,10,-1,FALSE,FALSE,2
"2494","M","F",22,27,6,8,6,5,TRUE,FALSE,2
"2495","M","F",22,25,7,9,8,3,TRUE,FALSE,2
"2496","M","F",22,28,9,9,9,6,TRUE,FALSE,2
"2497","M","F",22,24,8,9,9,2,TRUE,FALSE,2
"2498","M","F",22,25,5,9,8,3,TRUE,FALSE,2
"2499","M","F",24,34,8,9,7,10,TRUE,TRUE,5
"2500","M","F",24,25,7,7,7,1,TRUE,FALSE,5
"2501","M","F",24,24,8,8,8,0,FALSE,FALSE,5
"2502","M","F",24,26,6,6,6,2,TRUE,FALSE,5
"2503","M","F",24,21,6,7,5,-3,FALSE,FALSE,5
"2504","M","F",24,27,6,8,5,3,TRUE,FALSE,5
"2505","M","F",24,25,7,7,9,1,TRUE,FALSE,5
"2506","M","F",24,28,7,7,7,4,TRUE,FALSE,5
"2507","M","F",24,24,8,8,8,0,FALSE,FALSE,5
"2508","M","F",24,25,7,7,8,1,TRUE,FALSE,5
"2509","F","M",34,29,8,10,7,-5,FALSE,TRUE,2
"2510","F","M",34,23,7,10,5,-11,FALSE,FALSE,2
"2511","F","M",34,28,10,10,9,-6,FALSE,TRUE,2
"2512","F","M",34,22,8,10,9,-12,FALSE,FALSE,2
"2513","F","M",34,35,8,10,8,1,TRUE,FALSE,2
"2514","F","M",34,30,10,10,8,-4,FALSE,FALSE,2
"2515","F","M",34,24,10,8,6,-10,FALSE,TRUE,2
"2516","F","M",34,22,10,10,9,-12,FALSE,FALSE,2
"2517","F","M",34,22,8,10,7,-12,FALSE,FALSE,2
"2518","F","M",34,24,10,10,10,-10,FALSE,TRUE,2
"2519","F","M",25,29,6,7,7,4,TRUE,FALSE,8
"2520","F","M",25,23,3,8,2,-2,FALSE,FALSE,8
"2521","F","M",25,28,3,8,2,3,TRUE,FALSE,8
"2522","F","M",25,22,2,9,6,-3,FALSE,FALSE,8
"2523","F","M",25,35,3,7,7,10,TRUE,FALSE,8
"2524","F","M",25,30,8,9,10,5,TRUE,FALSE,8
"2525","F","M",25,24,9,8,9,-1,FALSE,FALSE,8
"2526","F","M",25,22,9,8,9,-3,FALSE,TRUE,8
"2527","F","M",25,22,6,9,9,-3,FALSE,FALSE,8
"2528","F","M",25,24,6,6,6,-1,FALSE,FALSE,8
"2529","F","M",24,29,4,6,5,5,TRUE,FALSE,2
"2530","F","M",24,23,7,6,6,-1,FALSE,FALSE,2
"2531","F","M",24,28,8,7,7,4,TRUE,TRUE,2
"2532","F","M",24,22,5,7,4,-2,FALSE,FALSE,2
"2533","F","M",24,35,5,6,3,11,TRUE,TRUE,2
"2534","F","M",24,30,7,7,6,6,TRUE,FALSE,2
"2536","F","M",24,22,6,8,5,-2,FALSE,TRUE,2
"2537","F","M",24,22,5,6,4,-2,FALSE,FALSE,2
"2538","F","M",24,24,7,6,4,0,FALSE,FALSE,2
"2549","F","M",21,29,4,5,2,8,TRUE,FALSE,0
"2550","F","M",21,23,6,6,4,2,TRUE,TRUE,0
"2551","F","M",21,28,6,7,4,7,TRUE,FALSE,0
"2552","F","M",21,22,3,5,2,1,TRUE,FALSE,0
"2553","F","M",21,35,5,6,3,14,TRUE,FALSE,0
"2554","F","M",21,30,7,6,3,9,TRUE,FALSE,0
"2555","F","M",21,24,8,5,6,3,TRUE,FALSE,0
"2556","F","M",21,22,6,5,3,1,TRUE,FALSE,0
"2557","F","M",21,22,5,7,2,1,TRUE,FALSE,0
"2558","F","M",21,24,4,5,3,3,TRUE,FALSE,0
"2559","F","M",27,29,5,7,5,2,TRUE,FALSE,0
"2560","F","M",27,23,6,5,6,-4,FALSE,FALSE,0
"2561","F","M",27,28,8,5,7,1,TRUE,FALSE,0
"2562","F","M",27,22,5,6,5,-5,FALSE,FALSE,0
"2563","F","M",27,35,5,8,6,8,TRUE,FALSE,0
"2564","F","M",27,30,7,8,8,3,TRUE,FALSE,0
"2565","F","M",27,24,6,8,6,-3,FALSE,FALSE,0
"2566","F","M",27,22,6,7,6,-5,FALSE,FALSE,0
"2567","F","M",27,22,5,6,6,-5,FALSE,FALSE,0
"2568","F","M",27,24,6,7,7,-3,FALSE,FALSE,0
"2569","F","M",25,29,5,8,4,4,TRUE,FALSE,5
"2570","F","M",25,23,9,8,7,-2,FALSE,TRUE,5
"2571","F","M",25,28,9,8,7,3,TRUE,FALSE,5
"2572","F","M",25,22,5,5,4,-3,FALSE,FALSE,5
"2573","F","M",25,35,3,8,5,10,TRUE,FALSE,5
"2574","F","M",25,30,10,10,9,5,TRUE,TRUE,5
"2575","F","M",25,24,7,7,6,-1,FALSE,FALSE,5
"2577","F","M",25,22,7,7,6,-3,FALSE,FALSE,5
"2578","F","M",25,24,8,8,6,-1,FALSE,FALSE,5
"2579","F","M",28,29,5,7,5,1,TRUE,FALSE,4
"2580","F","M",28,23,5,8,5,-5,FALSE,FALSE,4
"2581","F","M",28,28,7,7,6,0,FALSE,TRUE,4
"2582","F","M",28,22,5,7,5,-6,FALSE,FALSE,4
"2583","F","M",28,35,5,7,6,7,TRUE,FALSE,4
"2584","F","M",28,30,8,9,7,2,TRUE,FALSE,4
"2585","F","M",28,24,7,7,6,-4,FALSE,FALSE,4
"2586","F","M",28,22,8,8,7,-6,FALSE,TRUE,4
"2587","F","M",28,22,5,7,6,-6,FALSE,FALSE,4
"2588","F","M",28,24,5,7,5,-4,FALSE,FALSE,4
"2589","F","M",24,29,3,8,4,5,TRUE,FALSE,2
"2590","F","M",24,23,4,7,6,-1,FALSE,FALSE,2
"2591","F","M",24,28,7,9,5,4,TRUE,FALSE,2
"2592","F","M",24,22,6,6,6,-2,FALSE,FALSE,2
"2593","F","M",24,35,4,6,5,11,TRUE,FALSE,2
"2594","F","M",24,30,7,8,7,6,TRUE,FALSE,2
"2595","F","M",24,24,7,8,7,0,FALSE,TRUE,2
"2596","F","M",24,22,7,6,3,-2,FALSE,FALSE,2
"2597","F","M",24,22,3,7,5,-2,FALSE,FALSE,2
"2598","F","M",24,24,5,6,6,0,FALSE,FALSE,2
"2599","F","M",25,29,3,7,7,4,TRUE,FALSE,2
"2600","F","M",25,23,5,8,8,-2,FALSE,TRUE,2
"2601","F","M",25,28,6,9,5,3,TRUE,FALSE,2
"2602","F","M",25,22,6,8,8,-3,FALSE,FALSE,2
"2603","F","M",25,35,3,9,8,10,TRUE,FALSE,2
"2604","F","M",25,30,9,9,9,5,TRUE,FALSE,2
"2605","F","M",25,24,7,8,8,-1,FALSE,FALSE,2
"2606","F","M",25,22,8,8,8,-3,FALSE,TRUE,2
"2607","F","M",25,22,3,7,8,-3,FALSE,FALSE,2
"2608","F","M",25,24,6,7,7,-1,FALSE,FALSE,2
"2609","M","F",24,23,7,10,7,-1,FALSE,FALSE,1
"2610","M","F",24,26,9,9,8,2,TRUE,FALSE,1
"2611","M","F",24,27,4,8,5,3,TRUE,FALSE,1
"2612","M","F",24,26,8,10,6,2,TRUE,FALSE,1
"2613","M","F",24,24,8,10,6,0,FALSE,FALSE,1
"2614","M","F",24,26,8,8,6,2,TRUE,FALSE,1
"2615","M","F",24,25,6,10,7,1,TRUE,FALSE,1
"2616","M","F",24,27,8,10,8,3,TRUE,TRUE,1
"2617","M","F",24,27,3,9,5,3,TRUE,FALSE,1
"2618","M","F",24,28,6,10,6,4,TRUE,FALSE,1
"2619","M","F",24,32,7,10,7,8,TRUE,FALSE,1
"2620","M","F",24,28,7,10,7,4,TRUE,FALSE,1
"2621","M","F",24,23,10,8,7,-1,FALSE,FALSE,1
"2622","M","F",24,26,10,7,7,2,TRUE,FALSE,1
"2623","M","F",24,24,7,10,6,0,FALSE,FALSE,1
"2624","M","F",24,28,8,8,7,4,TRUE,FALSE,1
"2625","M","F",24,42,6,9,5,18,TRUE,FALSE,1
"2626","M","F",24,30,8,9,7,6,TRUE,FALSE,1
"2627","M","F",24,31,5,9,5,7,TRUE,FALSE,1
"2628","M","F",24,29,6,9,7,5,TRUE,FALSE,1
"2629","M","F",27,23,8,10,10,-4,FALSE,FALSE,6
"2630","M","F",27,26,7,9,10,-1,FALSE,TRUE,6
"2631","M","F",27,27,5,7,6,0,FALSE,FALSE,6
"2632","M","F",27,26,9,10,6,-1,FALSE,TRUE,6
"2633","M","F",27,24,6,10,7,-3,FALSE,FALSE,6
"2634","M","F",27,26,9,9,9,-1,FALSE,FALSE,6
"2635","M","F",27,25,5,9,9,-2,FALSE,FALSE,6
"2636","M","F",27,27,7,7,7,0,FALSE,FALSE,6
"2637","M","F",27,27,4,10,5,0,FALSE,FALSE,6
"2638","M","F",27,28,6,10,8,1,TRUE,FALSE,6
"2639","M","F",27,32,8,10,8,5,TRUE,FALSE,6
"2640","M","F",27,28,6,8,8,1,TRUE,TRUE,6
"2641","M","F",27,23,10,9,7,-4,FALSE,FALSE,6
"2642","M","F",27,26,9,7,7,-1,FALSE,FALSE,6
"2643","M","F",27,24,8,10,6,-3,FALSE,FALSE,6
"2644","M","F",27,28,8,9,7,1,TRUE,TRUE,6
"2645","M","F",27,42,6,6,5,15,TRUE,FALSE,6
"2646","M","F",27,30,6,9,9,3,TRUE,FALSE,6
"2647","M","F",27,31,5,7,5,4,TRUE,FALSE,6
"2648","M","F",27,29,6,10,7,2,TRUE,TRUE,6
"2669","M","F",24,23,7,7,4,-1,FALSE,FALSE,7
"2670","M","F",24,26,8,8,4,2,TRUE,FALSE,7
"2671","M","F",24,27,7,7,4,3,TRUE,FALSE,7
"2672","M","F",24,26,8,9,7,2,TRUE,TRUE,7
"2673","M","F",24,24,7,7,4,0,FALSE,FALSE,7
"2674","M","F",24,26,7,8,4,2,TRUE,FALSE,7
"2675","M","F",24,25,7,7,4,1,TRUE,FALSE,7
"2676","M","F",24,27,7,7,4,3,TRUE,FALSE,7
"2677","M","F",24,27,7,7,4,3,TRUE,FALSE,7
"2678","M","F",24,28,7,7,5,4,TRUE,FALSE,7
"2679","M","F",24,32,8,8,5,8,TRUE,FALSE,7
"2680","M","F",24,28,7,7,4,4,TRUE,FALSE,7
"2681","M","F",24,23,7,8,6,-1,FALSE,FALSE,7
"2682","M","F",24,26,7,7,5,2,TRUE,FALSE,7
"2683","M","F",24,24,7,7,5,0,FALSE,FALSE,7
"2684","M","F",24,28,7,7,4,4,TRUE,FALSE,7
"2685","M","F",24,42,7,7,4,18,TRUE,FALSE,7
"2686","M","F",24,30,10,10,10,6,TRUE,TRUE,7
"2687","M","F",24,31,10,10,10,7,TRUE,TRUE,7
"2688","M","F",24,29,7,7,5,5,TRUE,FALSE,7
"2689","M","F",23,23,4,5,4,0,FALSE,FALSE,0
